student_id,school_id,grade_level,subject,assessment_date,score,pass_fail
STU0175,SCH01,7,Math,2026-03-11,89.4,Pass
STU0302,SCH02,7,Writing,2025-08-05,79.0,Pass
STU0280,SCH03,6,Science,2026-03-06,87.5,Pass
STU0222,SCH01,8,Reading,2025-08-30,63.6,Pass
STU0400,SCH05,6,Math,2025-04-30,69.7,
STU0050,SCH07,4,Reading,2026-02-09,60.2,Pass
STU0017,SCH07,3,Math,2025-06-27,75.8,Fail
STU0197,SCH02,4,Math,2025-10-29,,
STU0172,SCH01,6,Math,2025-09-01,41.0,Fail
STU0331,SCH04,7,Reading,2025-09-12,81.8,Fail
STU0124,SCH04,4,Math,2025-05-18,62.0,
STU0332,SCH03,3,Writing,2025-12-30,66.7,Pass
STU0470,SCH04,3,Science,2025-06-28,66.1,Fail
STU0045,SCH02,4,Writing,2025-07-04,61.5,Pass
STU0550,SCH03,5,Math,2025-10-31,87.2,Fail
STU0398,SCH03,5,Reading,2025-08-30,47.5,Fail
STU0494,SCH02,5,Math,2025-08-01,44.6,
STU0392,SCH04,7,Math,2025-11-28,70.3,Pass
STU0317,SCH04,8,Writing,2025-05-26,,Pass
STU0082,SCH01,4,Science,2026-04-03,57.9,Fail
STU0210,SCH01,4,Writing,2025-08-03,68.1,Fail
STU0138,SCH05,5,Math,2026-01-04,,Fail
STU0025,SCH04,8,Science,2026-02-24,62.6,Fail
STU0249,SCH04,7,Math,2025-06-01,86.5,Pass
STU0228,SCH07,7,Science,2026-02-23,55.7,Pass
STU0453,SCH01,3,Writing,2025-10-17,76.9,Pass
STU0210,SCH03,3,Reading,2025-05-18,72.2,Pass
STU0242,SCH02,6,Writing,2025-04-15,,Pass
STU0435,SCH03,7,Reading,2025-05-10,90.2,Fail
STU0293,SCH08,8,Reading,2026-01-28,64.4,Pass
STU0369,SCH07,6,Reading,2025-08-12,93.9,Fail
STU0452,SCH07,7,Writing,2025-12-24,,Fail
STU0021,SCH07,6,Math,2025-11-05,40.3,Fail
STU0551,SCH03,7,Reading,2025-06-13,67.2,Fail
STU0291,SCH07,7,Writing,2026-03-12,84.7,Pass
STU0342,SCH03,8,Writing,2026-03-11,79.2,Pass
STU0014,SCH06,6,Writing,2025-08-30,99.5,Fail
STU0405,SCH06,6,Writing,2026-03-29,52.2,
STU0419,SCH01,3,Writing,2025-11-19,109.5,Pass
STU0199,SCH07,5,Science,2026-03-22,50.7,Fail
STU0060,SCH07,6,Reading,2025-07-31,,Pass
STU0490,SCH01,5,Math,2025-08-26,61.0,Fail
STU0467,SCH03,5,Reading,2025-06-26,47.6,Pass
STU0013,SCH02,3,Writing,2025-06-23,52.1,Pass
STU0531,SCH04,6,Reading,2025-06-25,79.9,
STU0259,SCH05,7,Writing,2026-03-04,47.1,Pass
STU0112,SCH06,4,Science,2025-06-20,55.4,Pass
STU0408,SCH05,3,Reading,2026-01-08,68.3,Pass
STU0428,SCH07,8,Science,2026-03-31,67.2,Fail
STU0175,SCH03,5,Reading,2025-07-05,65.2,Pass
STU0515,SCH02,6,Reading,2025-05-31,58.4,Pass
STU0206,SCH01,8,Reading,2025-04-25,71.6,Fail
STU0452,SCH02,8,Reading,2025-07-20,58.9,Pass
STU0301,SCH02,6,Math,2026-02-10,65.7,Pass
STU0490,SCH08,8,Math,2025-12-22,81.5,Pass
STU0063,SCH05,3,Math,2026-03-19,83.0,Pass
STU0385,SCH05,6,Writing,2026-03-03,78.4,Fail
STU0440,SCH06,5,Science,2025-07-18,95.6,Fail
STU0409,SCH07,7,Math,2025-07-09,67.9,Fail
STU0339,SCH02,3,Writing,2025-06-02,,Pass
STU0027,SCH02,7,Science,2025-10-19,57.0,Pass
STU0378,SCH08,7,Writing,2025-12-14,46.1,Pass
STU0330,SCH01,8,Science,2025-05-01,65.9,Pass
STU0334,SCH08,4,Writing,2026-01-29,51.3,Pass
STU0357,SCH07,6,Math,2025-10-23,80.1,Fail
STU0301,SCH04,8,Reading,2025-05-08,89.0,Pass
STU0131,SCH08,3,Science,2025-09-08,45.6,Fail
STU0173,SCH08,3,Writing,2026-01-15,62.2,Pass
STU0175,SCH02,3,Writing,2025-10-11,58.5,Pass
STU0165,SCH06,6,Science,2025-12-22,70.1,Fail
STU0127,SCH03,7,Writing,2026-03-28,,Pass
STU0341,SCH04,7,Math,2025-06-11,59.0,Fail
STU0576,SCH07,4,Reading,2026-02-02,56.5,Fail
STU0119,SCH05,3,Math,2025-06-05,88.9,Pass
STU0119,SCH06,4,Science,2025-08-06,81.1,Fail
STU0591,SCH01,5,Math,2025-11-20,59.8,Fail
STU0434,SCH06,5,Reading,2025-08-18,62.8,Pass
STU0110,SCH07,3,Writing,2025-04-16,56.9,Fail
STU0225,SCH08,8,Writing,2025-09-18,93.3,Pass
STU0291,SCH03,8,Math,2026-02-23,57.5,Pass
STU0281,SCH08,8,Reading,2026-03-05,60.5,
STU0299,SCH07,3,Science,2025-10-13,81.7,Pass
STU0054,SCH03,6,Writing,2025-09-24,87.5,
STU0164,SCH01,7,Writing,2025-05-06,56.2,Fail
STU0401,SCH07,3,Science,2025-11-05,87.3,Fail
STU0200,SCH07,3,Reading,2025-08-09,56.2,Pass
STU0312,SCH08,8,Reading,2025-09-21,91.8,Pass
STU0453,SCH08,5,Reading,2025-08-30,74.8,Pass
STU0010,SCH06,8,Math,2025-10-27,,Pass
STU0386,SCH07,8,Reading,2025-10-13,74.0,Fail
STU0184,SCH01,3,Science,2025-07-21,65.0,Fail
STU0153,SCH07,4,Math,2026-03-19,79.1,
STU0177,SCH07,8,Math,2025-09-12,78.2,Fail
STU0392,SCH05,8,Writing,2025-07-16,62.9,Pass
STU0125,SCH08,8,Reading,2025-10-31,73.6,Pass
STU0587,SCH08,5,Math,2025-04-14,70.6,Fail
STU0445,SCH05,7,Reading,2025-05-28,58.9,Pass
STU0334,SCH02,8,Reading,2026-03-26,48.7,Fail
STU0570,SCH08,3,Math,2025-04-29,,Pass
STU0121,SCH03,7,Reading,2025-07-31,84.3,Fail
STU0126,SCH01,4,Reading,2026-02-14,68.5,Pass
STU0090,SCH05,3,Math,2025-07-25,85.7,Fail
STU0558,SCH03,6,Math,2025-12-24,65.8,Pass
STU0308,SCH01,7,Science,2025-07-16,59.2,Fail
STU0321,SCH06,7,Reading,2025-09-17,54.3,Pass
STU0267,SCH07,5,Reading,2025-11-12,80.6,Fail
STU0151,SCH01,3,Reading,2025-06-26,58.5,Fail
STU0539,SCH07,7,Writing,2026-01-10,,Fail
STU0588,SCH04,7,Math,2026-02-07,76.0,Pass
STU0048,SCH04,7,Science,2026-02-09,,Pass
STU0066,SCH08,7,Math,2025-05-06,82.9,Pass
STU0073,SCH07,8,Science,2025-10-02,,Fail
STU0315,SCH07,8,Reading,2026-01-12,91.4,Pass
STU0004,SCH07,4,Science,2025-11-16,48.6,Fail
STU0015,SCH06,5,Reading,2025-09-28,,Pass
STU0118,SCH03,8,Math,2025-05-18,96.0,Fail
STU0223,SCH08,6,Reading,2026-02-25,63.5,Fail
STU0248,SCH07,8,Reading,2025-09-19,90.0,Pass
STU0431,SCH08,3,Writing,2026-02-12,77.1,Fail
STU0474,SCH08,5,Science,2025-07-04,60.8,Pass
STU0422,SCH06,3,Reading,2025-05-31,68.3,Pass
STU0317,SCH08,3,Science,2026-02-13,44.6,Pass
STU0402,SCH03,8,Writing,2025-06-22,58.3,Pass
STU0494,SCH05,7,Science,2025-10-29,60.6,Fail
STU0403,SCH06,3,Reading,2026-04-06,52.2,Pass
STU0398,SCH03,5,Reading,2025-08-30,47.5,Fail
STU0584,SCH04,6,Math,2025-12-01,87.5,Pass
STU0165,SCH06,6,Science,2025-12-22,70.1,Fail
STU0195,SCH03,7,Science,2025-07-29,60.5,Pass
STU0471,SCH03,6,Reading,2026-03-02,64.0,Fail
STU0400,SCH05,6,Math,2025-04-30,69.7,
STU0252,SCH08,5,Science,2025-04-14,63.1,Pass
STU0016,SCH02,4,Science,2025-09-21,56.6,Fail
STU0308,SCH02,6,Math,2025-09-16,74.9,Pass
STU0512,SCH03,8,Science,2025-12-14,68.4,Fail
STU0548,SCH04,6,Writing,2025-12-11,106.1,Fail
STU0586,SCH07,7,Math,2025-11-28,46.9,Fail
STU0340,SCH06,7,Science,2025-08-23,60.2,Fail
STU0331,SCH01,8,Math,2025-04-14,72.6,Fail
STU0373,SCH06,5,Writing,2025-11-14,67.0,Fail
STU0190,SCH06,8,Writing,2025-05-26,37.7,Pass
STU0446,SCH07,5,Math,2026-01-24,86.5,Pass
STU0052,SCH01,3,Reading,2026-03-18,78.4,Pass
STU0518,SCH08,5,Math,2025-08-24,58.1,Pass
STU0083,SCH01,3,Reading,2026-02-16,65.4,Pass
STU0109,SCH07,3,Math,2025-08-10,,Fail
STU0207,SCH03,7,Science,2025-07-25,69.6,Fail
STU0391,SCH07,8,Math,2026-02-15,60.4,Fail
STU0368,SCH05,4,Reading,2025-06-16,87.8,Fail
STU0331,SCH06,6,Math,2025-06-13,69.5,Pass
